Transaction Date,Publication Date,Composite 6,,Composite 11,,BC_Victoria,,BC_Vancouver,,AB_Calgary,,AB_EDMONTON,,MB_Winnipeg,,ON_Hamilton,,ON_Toronto,,_Ottawa_Gatineau,,QC_Montreal,,QC_Québec,,NS_Halifax,
 ,,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index   ,Sales Pair Count,Index    ,Sales Pair Count
Apr-2003,Oct-2008,84.430,8239,83.960,10464,72.190,441,78.650,3745,87.050,642,85.680,826,78.920,524,86.370,114,88.500,625,87.390,110,79.620,2789,80.030,320,85.040,328
May-2003,Oct-2008,85.000,10896,84.570,14186,73.460,566,79.330,4161,87.580,935,86.340,1022,79.890,749,86.640,153,88.880,749,88.230,180,80.440,4523,81.360,800,85.280,348
Jun-2003,Oct-2008,85.510,13600,85.130,18141,74.890,633,80.030,4510,87.900,1001,86.840,1101,81.260,940,86.940,165,89.080,966,88.810,259,81.570,6566,82.230,1702,85.530,298
Jul-2003,Oct-2008,86.130,9578,85.790,13499,76.430,625,80.780,4620,88.320,800,87.380,1150,82.420,1333,87.640,176,89.490,953,89.560,243,82.560,2656,83.130,637,86.250,306
Aug-2003,Oct-2008,86.660,9310,86.340,12960,77.190,703,81.300,4907,88.750,715,87.640,1157,83.540,1186,88.270,178,89.990,971,89.910,289,83.340,2167,83.870,426,86.850,261
Sep-2003,Oct-2008,87.280,8829,86.960,12047,78.490,530,82.110,4708,89.090,839,87.920,1235,84.190,987,88.790,136,90.520,889,90.430,180,84.100,2036,84.330,330,87.370,177
Oct-2003,Oct-2008,87.830,8425,87.500,11339,80.050,525,83.080,4294,89.580,754,88.120,940,84.820,905,88.960,159,90.820,787,90.690,184,84.880,2204,84.630,385,87.480,202
Nov-2003,Oct-2008,88.140,7430,87.830,9776,81.260,364,83.680,3840,89.790,637,88.530,827,84.770,698,89.020,100,90.990,662,91.170,168,85.160,1943,84.940,357,87.710,180
Dec-2003,Oct-2008,88.530,6254,88.200,8480,81.340,354,84.310,2829,90.180,619,88.740,725,84.670,658,89.400,94,91.400,645,91.390,153,85.230,1917,85.710,395,87.840,91
Jan-2004,Oct-2008,88.860,5838,88.530,7493,81.490,322,84.730,3186,90.330,702,89.160,712,84.700,348,89.930,96,91.630,536,91.710,100,85.810,1179,86.020,177,88.260,135
Feb-2004,Oct-2008,89.640,5235,89.270,6640,81.810,294,86.170,2737,90.920,390,89.580,504,85.380,358,90.450,74,92.050,409,92.330,72,86.680,1438,87.070,175,89.380,189
Mar-2004,Oct-2008,90.410,7190,90.090,9145,83.560,410,87.630,3738,91.660,590,90.460,728,86.370,446,91.120,75,92.260,575,93.120,96,87.920,1952,88.220,296,90.180,239
Apr-2004,Oct-2008,91.150,9061,90.870,11513,85.200,536,89.160,4435,92.230,626,91.100,839,87.580,559,91.810,133,92.410,643,93.800,121,89.030,2919,89.580,385,91.640,317
May-2004,Oct-2008,92.130,10413,91.870,13650,87.390,497,90.640,4310,92.630,807,91.680,1202,88.970,661,92.510,134,93.050,622,94.450,172,90.640,4166,91.010,743,92.400,336
Jun-2004,Oct-2008,92.860,13868,92.660,18474,89.320,607,91.970,5134,93.040,839,92.290,1259,90.400,940,93.230,163,93.380,890,94.970,260,91.810,6506,92.160,1637,93.180,239
Jul-2004,Oct-2008,93.590,8805,93.420,12471,90.030,577,92.840,4427,93.430,643,93.030,1164,92.090,1196,93.720,151,94.150,870,95.550,243,92.570,2381,93.340,578,93.560,241
Aug-2004,Oct-2008,93.830,7814,93.730,11474,90.690,528,93.080,3946,93.910,736,93.850,1362,93.110,1204,94.570,155,94.420,810,96.090,216,92.440,1889,93.380,411,93.730,217
Sep-2004,Oct-2008,94.040,6734,93.940,9769,90.980,456,92.740,3227,94.170,812,94.270,1043,93.540,1096,94.480,122,94.940,576,96.440,142,92.620,1781,92.990,318,93.900,196
Oct-2004,Oct-2008,94.380,6018,94.290,8530,91.870,393,93.040,2900,94.840,587,94.450,872,93.510,803,95.210,93,95.280,516,96.650,116,92.880,1732,93.310,351,94.000,167
Nov-2004,Oct-2008,94.730,6268,94.610,8667,92.070,368,93.100,2980,95.450,605,94.690,769,93.640,790,95.140,89,95.620,501,96.930,106,93.470,1935,93.280,383,95.110,141
Dec-2004,Oct-2008,95.360,4866,95.220,6790,92.850,312,93.900,2054,96.170,549,95.110,671,93.970,577,95.590,74,96.100,421,97.480,108,94.190,1663,93.940,290,95.810,71
Jan-2005,Oct-2008,95.520,4474,95.370,5798,93.400,270,93.810,2487,96.170,505,95.620,537,94.060,326,95.350,50,96.270,326,98.150,57,94.510,1028,93.180,141,96.090,71
Feb-2005,Oct-2008,96.160,4297,96.060,5672,95.020,280,94.600,2255,96.700,420,96.400,532,94.620,335,96.090,60,96.780,230,98.630,70,95.450,1208,94.350,168,96.170,114
Mar-2005,Oct-2008,96.510,5927,96.500,7671,96.320,324,95.220,3070,97.120,629,97.030,731,95.110,419,96.900,42,96.700,315,99.310,83,96.290,1660,96.070,228,96.810,170
Apr-2005,Oct-2008,97.800,7366,97.810,9634,98.730,495,96.900,3672,98.400,674,98.000,883,96.180,491,97.580,73,97.850,354,99.750,111,97.780,2296,98.240,326,97.810,259
May-2005,Oct-2008,99.010,11344,99.050,14487,101.460,511,99.040,3885,99.620,679,98.980,939,98.260,639,98.720,333,98.800,2281,100.110,351,98.730,3867,98.680,721,98.550,281
Jun-2005,Oct-2008,100.000,17025,100.000,21602,100.000,580,100.000,4785,100.000,692,100.000,967,100.000,860,100.000,704,100.000,4519,100.000,957,100.000,5775,100.000,1466,100.000,297
Jul-2005,Oct-2008,100.220,12576,100.190,16507,102.740,498,101.360,4290,100.360,810,99.640,1140,99.880,1198,99.200,614,99.990,4240,100.020,944,99.360,2082,98.420,481,99.020,210
Aug-2005,Oct-2008,101.340,12917,101.560,17073,106.650,583,102.890,4430,102.960,725,102.100,1351,102.730,1096,101.340,735,101.120,4704,100.670,948,99.160,1886,100.170,391,100.330,224
Sep-2005,Oct-2008,101.690,10869,101.890,14203,106.870,473,103.730,3728,103.580,812,102.510,1033,103.010,924,101.440,579,101.200,3662,100.780,699,99.490,1794,100.580,325,99.880,174
Oct-2005,Oct-2008,102.210,9378,102.400,12146,107.520,345,104.590,3348,104.520,598,102.990,923,103.080,729,101.930,482,101.530,3054,101.140,536,99.910,1692,100.820,289,99.760,150
Nov-2005,Oct-2008,102.780,9696,102.930,12510,107.000,344,105.510,3344,105.390,657,103.680,871,103.790,755,102.460,524,101.940,3258,101.440,561,100.400,1731,100.750,320,99.730,145
Dec-2005,Oct-2008,103.160,7502,103.330,9614,107.500,257,106.560,2219,106.550,624,104.450,646,103.450,521,103.270,383,102.210,2741,101.510,436,99.810,1384,100.760,305,99.710,98
Jan-2006,Oct-2008,103.510,6799,103.650,8532,106.090,284,107.160,2632,108.450,613,105.570,629,103.670,312,102.890,366,102.210,2236,101.160,286,99.960,918,102.060,142,100.980,114
Feb-2006,Oct-2008,104.430,6100,104.590,7676,108.140,286,108.920,2241,111.170,483,107.000,528,104.390,293,102.950,290,102.430,1805,101.150,304,100.770,1134,102.790,179,101.520,133
Mar-2006,Oct-2008,105.740,8629,105.890,10873,110.300,367,110.770,3124,115.180,684,108.390,760,106.070,454,103.110,389,102.910,2552,101.860,481,102.050,1578,103.320,274,103.160,210
Apr-2006,Oct-2008,107.180,8575,107.430,10784,114.630,375,112.550,3084,119.610,548,110.400,708,108.170,427,104.450,390,103.660,2389,102.910,416,103.210,1954,103.330,309,103.590,184
May-2006,Oct-2008,108.890,12896,109.160,16406,116.680,498,114.800,3743,125.350,886,112.780,1072,109.610,633,105.810,532,104.520,3320,103.800,619,104.340,4073,104.730,775,104.060,255
Jun-2006,Oct-2008,110.420,16200,110.740,20743,117.330,552,117.270,4223,130.750,745,116.460,1120,111.330,756,106.630,686,105.250,4510,104.150,1080,104.920,5431,105.510,1429,104.060,211
Jul-2006,Oct-2008,113.010,11955,113.350,15755,124.970,480,121.680,3791,135.670,635,117.920,1165,115.240,1108,107.890,646,106.360,4262,105.780,1094,107.620,2011,105.090,401,106.710,162
Aug-2006,Oct-2008,115.070,11684,115.480,15629,125.870,484,126.190,3695,142.700,647,123.430,1251,116.110,1129,108.480,678,106.890,4346,106.200,997,108.030,1857,107.180,403,106.640,142
Sep-2006,Oct-2008,115.630,8599,116.220,11632,124.510,368,127.860,2746,147.050,493,129.990,1079,116.480,810,107.860,494,106.380,3047,105.890,731,107.740,1430,107.000,282,107.500,152
Oct-2006,Oct-2008,115.480,7942,116.420,10705,123.780,349,128.530,2494,150.470,439,136.200,939,116.380,714,108.060,450,104.690,2826,105.220,551,108.200,1504,107.640,311,109.050,128
Nov-2006,Oct-2008,115.950,8234,117.080,10727,123.360,302,129.420,2615,152.280,338,142.020,800,116.060,601,108.200,461,104.680,2865,105.570,571,108.600,1755,106.550,329,108.960,90
Dec-2006,Oct-2008,115.790,6423,117.110,8312,123.010,267,128.760,1787,153.340,300,145.910,539,115.720,470,107.590,382,104.380,2536,105.300,487,108.810,1251,107.020,231,108.660,62
Jan-2007,Oct-2008,115.570,6350,117.170,8344,125.000,265,128.360,2128,149.790,479,149.520,842,115.700,393,106.840,349,104.940,2280,103.600,365,109.510,1003,107.950,145,108.250,95
Feb-2007,Oct-2008,114.900,5951,116.780,7573,126.250,231,128.190,1960,149.530,412,152.150,626,116.190,283,105.630,303,103.730,1882,103.200,327,108.870,1264,109.280,179,109.760,106
Mar-2007,Oct-2008,115.890,8428,117.980,10532,127.500,371,130.040,2813,150.880,616,157.380,668,116.780,376,106.800,397,104.040,2564,104.100,475,110.200,1776,109.540,292,110.400,184
Apr-2007,Oct-2008,117.970,9678,120.140,12099,127.740,410,132.420,3174,158.070,697,162.540,753,119.880,466,107.510,420,104.970,2633,106.960,531,111.520,2370,111.430,372,111.400,273
May-2007,Oct-2008,120.180,13730,122.600,17162,130.110,464,134.590,3852,162.460,796,169.630,842,122.710,657,109.410,571,106.840,3416,107.970,733,113.880,4610,113.520,898,112.590,323
Jun-2007,Oct-2008,122.160,17637,124.810,22223,131.920,647,136.500,4348,167.220,753,175.390,960,126.360,776,110.840,661,108.770,4878,109.050,1153,114.910,6209,116.710,1542,113.680,296
Jul-2007,Oct-2008,123.960,13963,126.810,18011,133.170,646,138.440,4391,171.390,853,181.620,1004,128.000,1139,112.790,782,110.660,5023,110.420,1186,115.260,2304,117.530,477,113.820,206
Aug-2007,Oct-2008,125.150,14963,128.180,18981,134.930,684,140.480,4700,173.720,713,186.060,885,129.860,1183,113.680,787,111.610,5622,111.390,1360,115.450,2373,118.070,479,113.510,195
Sep-2007,Oct-2008,125.920,9234,129.020,11866,136.410,403,141.980,2978,174.000,589,187.910,611,131.390,845,114.280,496,112.010,3144,112.140,699,116.390,1665,117.980,277,114.790,159
Oct-2007,Oct-2008,126.230,9444,129.270,12010,138.300,413,143.160,3017,173.260,519,186.870,584,133.460,785,113.330,442,112.070,3234,112.200,672,116.810,1850,117.070,342,114.740,152
Nov-2007,Oct-2008,126.790,9912,129.600,12532,138.370,452,144.040,3090,172.290,434,183.200,545,135.180,628,113.300,601,112.880,3521,112.650,724,117.360,2023,117.270,394,114.530,120
Dec-2007,Oct-2008,126.570,6677,129.270,8488,138.810,229,143.990,1840,171.160,410,180.300,480,135.840,534,112.550,341,113.120,2600,111.570,441,116.800,1296,117.480,227,113.220,90
Jan-2008,Oct-2008,126.860,7124,129.440,8760,138.670,303,144.280,2449,169.040,395,178.450,530,135.340,286,112.470,367,113.670,2665,112.210,372,117.570,1143,119.750,150,114.920,100
Feb-2008,Oct-2008,126.570,6145,129.190,7642,139.700,236,144.670,2042,167.660,331,176.650,461,135.940,289,112.570,321,113.150,1870,111.540,370,117.590,1387,121.240,190,115.370,145
Mar-2008,Oct-2008,127.210,7025,129.680,8811,140.390,302,146.960,2375,166.920,387,175.860,586,138.090,330,113.200,358,113.010,2118,113.170,394,118.100,1585,117.050,210,117.560,166
Apr-2008,Oct-2008,127.930,9213,130.580,11424,142.010,365,148.780,2935,167.830,490,175.280,628,141.770,479,114.690,427,113.200,2411,113.030,558,118.790,2592,123.540,312,119.030,227
May-2008,Oct-2008,129.120,12267,131.670,15530,142.990,454,150.220,3204,168.370,445,175.980,768,145.040,587,115.230,538,114.180,2984,114.560,813,120.440,4549,120.400,916,119.590,272
Jun-2008,Oct-2008,130.020,14561,132.700,18595,143.930,468,150.490,3313,168.670,368,175.520,592,147.270,773,117.060,543,115.520,3410,115.160,1052,121.540,6192,127.860,1658,120.990,226
Jul-2008,Oct-2008,130.680,12188,133.290,16347,143.460,577,150.590,3296,167.960,617,174.950,1133,148.380,1136,118.070,739,116.830,4264,116.310,1267,122.140,2520,128.470,574,120.710,224
Aug-2008,Oct-2008,130.930,11046,133.510,14845,143.490,503,150.100,2457,165.850,579,173.390,1039,149.120,1067,119.160,717,117.860,4409,117.920,1272,122.300,2158,130.060,473,121.250,171
Sep-2008,Nov-2008,130.390,8245,132.930,11238,142.460,333,149.560,1986,162.570,518,171.370,926,149.050,928,119.160,451,117.390,2966,118.030,729,122.840,1893,131.150,355,121.220,153
Oct-2008,Dec-2008,129.000,7918,131.660,10690,141.870,299,147.660,1711,160.890,378,169.390,766,149.010,760,118.870,495,115.490,2836,118.680,798,122.730,2081,132.160,452,120.370,114
Nov-2008,Jan-2009,127.500,6241,130.160,8229,140.100,180,145.730,1337,159.540,322,166.060,531,148.670,572,118.270,409,113.550,2184,117.290,599,122.640,1732,133.120,296,120.040,67
Dec-2008,Feb-2009,125.610,4702,128.250,6358,138.190,165,141.600,979,158.000,212,163.310,434,147.740,490,115.750,294,112.310,1675,116.620,445,121.570,1330,132.610,273,118.020,61
Jan-2009,Mar-2009,123.620,3507,126.170,4499,134.460,132,137.700,944,154.620,144,159.610,246,146.280,246,113.260,209,110.620,1214,114.900,299,122.020,851,133.420,159,117.880,55
Feb-2009,Apr-2009,121.390,3678,123.970,4776,132.480,159,134.950,1037,154.410,187,157.330,323,143.880,273,111.280,198,107.460,1116,114.730,276,120.500,961,132.450,145,117.840,101
Mar-2009,May-2009,119.890,5177,122.590,6776,131.890,232,133.220,1544,152.620,262,155.410,481,144.160,404,110.220,250,105.140,1500,113.850,379,120.960,1331,133.010,232,119.650,161
Apr-2009,Jun-2009,119.500,7099,122.200,9015,129.880,275,132.920,2123,151.630,268,155.010,532,145.180,404,110.730,336,104.580,1802,114.070,507,120.850,2200,132.520,369,120.180,199
May-2009,Jul-2009,120.390,9819,123.080,12556,131.150,383,132.730,2696,148.100,406,155.040,657,147.740,526,111.170,441,106.550,2328,115.440,613,122.940,3535,133.550,730,121.340,241
Jun-2009,Aug-2009,122.290,15760,124.950,20194,132.270,574,134.430,4049,147.680,487,155.790,978,149.050,809,114.370,627,109.130,3723,117.830,1206,124.750,5997,136.370,1446,121.820,298
Jul-2009,Sep-2009,124.220,14053,126.790,18202,134.010,623,136.590,4503,149.160,640,156.580,1178,150.710,1071,115.800,682,111.530,4590,120.060,1417,125.540,2665,138.310,595,122.140,238
Aug-2009,Oct-2009,126.480,13284,129.000,17132,136.500,631,138.980,4680,151.430,597,158.810,1219,151.940,978,117.720,579,114.480,4229,121.320,1179,126.480,2405,139.870,441,122.700,194
Sep-2009,Nov-2009,128.100,11063,130.520,14251,138.330,495,141.870,3940,153.010,543,160.690,930,153.460,900,116.820,476,116.350,3717,122.170,837,126.170,1878,139.900,387,123.280,148
Oct-2009,Dec-2009,129.690,10485,132.070,13358,139.690,440,144.380,3719,153.650,409,162.430,732,154.330,691,117.770,539,118.270,3377,122.710,757,126.780,2083,141.570,471,123.820,140
Nov-2009,Jan-2010,130.960,9926,133.230,12639,140.920,440,147.100,3732,155.060,411,162.440,781,156.760,607,117.640,437,119.210,2790,123.330,715,127.020,2160,142.040,448,125.350,118
Dec-2009,Feb-2010,132.370,8330,134.630,10470,143.080,315,148.930,2652,157.730,380,163.200,585,158.210,525,118.830,377,120.640,2906,123.820,572,127.740,1722,143.560,338,123.560,98
Jan-2010,Mar-2010,133.210,7410,135.300,8966,143.490,266,150.500,2923,157.800,304,162.390,430,158.750,313,119.140,354,121.430,2387,124.370,397,128.440,1317,142.150,193,122.870,82
Feb-2010,Apr-2010,133.500,6241,135.650,7654,144.410,244,151.160,1986,157.110,302,163.600,417,157.990,264,118.740,294,121.910,1963,123.040,389,129.030,1480,144.400,194,122.800,121
Mar-2010,May-2010,133.840,8903,135.970,11033,143.050,398,152.140,2944,156.160,390,163.990,640,158.220,392,119.400,397,121.820,2626,123.480,531,130.020,2228,146.020,303,125.400,184
Apr-2010,Jun-2010,134.810,10724,137.100,13371,144.260,476,153.590,3286,156.700,363,166.400,695,160.570,464,121.370,488,122.430,3021,124.550,777,131.330,3060,147.290,524,127.390,217
May-2010,Jul-2010,136.470,12521,138.690,15543,144.010,459,155.280,3524,158.350,550,167.300,807,162.510,574,123.900,441,123.850,2930,127.410,784,133.190,4477,148.510,741,127.950,256
Jun-2010,Aug-2010,138.510,20507,140.690,25298,146.930,629,156.520,4715,158.830,522,168.120,795,164.440,845,125.790,921,126.890,6556,130.050,1686,134.720,6784,150.730,1601,128.340,244
Jul-2010,Sep-2010,139.440,10899,141.490,14520,145.320,378,155.880,3010,159.670,506,168.290,1076,164.740,1067,125.870,560,128.510,3577,132.100,1171,135.730,2465,153.460,540,128.960,170
Aug-2010,Oct-2010,139.730,9447,141.800,12590,145.410,336,155.330,2539,158.730,477,167.740,823,165.140,1044,126.900,555,129.070,3417,133.370,949,136.810,1909,155.740,385,129.700,156
Sep-2010,Nov-2010,138.330,7719,140.390,10104,143.630,290,154.660,2386,155.250,337,164.890,658,165.280,716,125.820,395,126.920,2346,133.170,682,137.000,1844,155.870,326,128.350,124
Oct-2010,Dec-2010,137.620,7370,139.710,9523,142.230,247,154.700,2153,153.720,341,163.700,571,166.330,583,125.110,420,125.780,2403,132.930,641,136.470,1706,157.220,332,128.680,126
Nov-2010,Jan-2011,137.130,8317,139.170,10747,141.130,299,155.710,2526,152.980,334,162.050,622,166.770,661,124.860,476,125.100,2672,132.110,648,134.710,2010,156.360,372,127.730,127
Dec-2010,Feb-2011,137.670,6495,139.390,8384,139.070,210,156.450,1945,153.480,275,162.030,484,165.830,548,121.890,337,125.660,2065,131.070,528,135.350,1604,154.950,310,130.370,78
Jan-2011,Mar-2011,138.270,6078,139.860,7435,140.190,222,157.750,2316,152.010,248,159.860,388,165.660,284,121.990,296,126.370,1834,130.460,408,136.430,1200,156.820,167,131.100,72
Feb-2011,Apr-2011,138.720,5768,140.230,7080,140.800,214,158.480,2110,151.530,236,158.310,381,167.310,257,121.430,255,126.370,1569,130.870,335,138.210,1422,159.220,205,131.050,96
Mar-2011,May-2011,139.320,8929,140.910,10651,141.020,261,159.890,3227,151.050,464,158.510,430,169.380,322,123.890,396,126.820,2254,131.010,529,138.920,2277,160.220,313,130.970,178
Apr-2011,Jun-2011,140.710,9575,142.220,11802,141.980,357,162.570,3145,151.690,340,159.460,556,171.920,429,124.090,444,127.700,2487,132.260,627,140.250,2817,160.580,441,132.550,159
May-2011,Jul-2011,142.570,12605,143.980,15462,143.080,344,165.240,3626,152.390,510,161.170,707,172.880,572,125.420,513,129.800,3100,132.990,766,141.680,4414,161.340,721,133.070,189
Jun-2011,Aug-2011,145.080,16726,146.300,21166,143.250,426,168.160,3895,155.050,555,162.310,937,174.190,802,126.850,707,132.440,4531,135.710,1245,143.300,6267,164.390,1568,134.330,233
Jul-2011,Sep-2011,147.040,11883,148.140,15349,143.720,393,169.700,3364,158.870,501,163.380,938,175.360,976,128.770,629,134.860,4233,137.290,1237,144.040,2418,166.210,530,133.660,130
Aug-2011,Oct-2011,148.450,12034,149.460,15587,143.720,426,170.770,3390,160.040,533,164.300,966,177.610,1055,130.000,682,137.010,4592,138.580,1155,144.460,2229,166.160,424,133.400,135
Sep-2011,Nov-2011,148.500,9568,149.520,12474,144.040,326,170.710,2642,158.730,466,163.740,783,178.690,880,130.660,518,137.740,3451,138.530,892,143.990,1994,165.480,399,131.900,123
Oct-2011,Dec-2011,148.500,9280,149.460,11844,141.920,252,170.150,2324,156.390,441,163.490,737,179.320,665,130.750,542,138.810,3901,137.940,649,143.860,1845,165.980,368,130.680,120
Nov-2011,Jan-2012,148.140,9861,149.110,12347,140.640,281,169.810,2296,153.810,368,163.650,610,179.230,700,130.410,530,138.550,4137,137.710,705,144.430,2229,165.690,365,131.320,126
Dec-2011,Feb-2012,147.820,8289,148.870,10358,139.510,229,169.290,1803,154.880,358,163.640,494,180.280,531,131.280,432,138.150,3709,137.040,526,143.690,1827,166.180,383,132.480,66
Jan-2012,Mar-2012,148.090,7011,149.020,8546,140.000,211,168.840,1910,154.380,273,161.790,433,180.640,349,131.670,357,138.910,3002,137.490,413,144.060,1333,165.610,185,133.420,80
Feb-2012,Apr-2012,147.910,6631,148.760,8112,138.470,234,168.300,1790,153.470,287,160.120,412,180.960,299,130.570,347,138.980,2564,136.920,368,144.320,1504,168.190,189,134.000,118
Mar-2012,May-2012,148.640,8851,149.430,10850,139.940,266,169.480,2359,152.410,342,160.090,533,180.660,366,131.290,447,139.510,3214,137.020,565,146.020,2231,167.860,387,136.670,140
Apr-2012,May-2012,149.880,8919,150.610,11081,139.400,112,170.570,1054,154.540,394,162.420,735,183.260,387,131.460,489,140.660,3747,137.870,588,147.180,2950,166.770,439,138.850,186
May-2012,Jun-2012,151.680,14425,152.340,17859,139.450,341,172.460,2761,157.640,594,164.720,962,185.090,612,132.740,617,142.680,4678,138.740,794,148.060,5315,167.430,902,139.450,283
Jun-2012,Jul-2012,153.580,17515,154.210,22005,140.400,343,173.330,2942,160.360,657,166.780,887,187.840,776,133.690,828,145.030,6122,141.140,1117,149.660,6505,169.710,1656,140.730,172
Jul-2012,Aug-2012,154.500,14556,155.280,18637,143.150,500,172.440,3738,160.680,643,167.400,1175,188.400,1052,136.410,808,147.320,6026,141.950,1261,150.190,2708,173.160,546,140.920,180
Aug-2012,Sep-2012,154.640,13011,155.520,16894,142.110,387,170.310,2344,161.400,640,168.570,1090,189.140,1038,139.170,881,148.390,6277,143.070,1217,150.390,2394,172.100,487,141.660,139
Sep-2012,Oct-2012,154.100,8532,154.970,11135,140.280,260,168.280,2172,162.220,471,167.330,700,189.950,899,139.630,480,148.550,3538,141.940,574,149.490,1646,171.730,264,142.420,131
Oct-2012,Nov-2012,153.660,8592,154.590,11221,139.490,274,168.460,1880,161.900,444,167.810,761,189.940,750,140.180,491,147.720,3677,141.410,594,149.070,1891,170.250,353,142.260,106
Nov-2012,Dec-2012,153.170,8971,154.020,11433,138.200,240,167.510,2007,162.610,388,166.280,640,188.600,561,139.750,582,147.330,3743,140.750,700,148.450,2032,170.140,439,140.920,101
Dec-2012,Jan-2013,152.350,6788,153.450,8528,139.510,219,165.890,1780,161.170,323,166.160,458,187.320,505,141.010,340,146.840,2745,140.570,399,148.060,1500,173.110,218,139.880,41
Jan-2013,Feb-2013,151.840,5772,153.000,7245,141.510,125,164.550,1244,161.010,294,164.950,429,186.760,427,139.470,329,146.290,2599,141.230,358,147.800,1216,175.530,163,142.240,61
Feb-2013,Mar-2013,151.560,5292,152.720,6573,139.480,143,165.720,1172,159.020,257,164.370,406,188.190,232,139.000,304,145.840,2161,140.150,295,147.240,1318,177.040,196,142.420,89
Mar-2013,Apr-2013,152.360,6674,153.310,8365,135.040,166,166.980,1473,161.120,269,166.000,526,188.740,319,137.710,399,146.090,2701,140.230,427,148.270,1695,177.830,281,142.880,109
Apr-2013,May-2013,152.580,9395,153.680,11647,134.840,249,165.630,2312,163.060,425,168.190,650,191.270,428,138.510,512,146.670,3416,139.990,572,149.040,2505,177.010,413,142.680,165
May-2013,Jun-2013,154.290,13115,155.390,16279,133.760,281,166.870,2230,166.840,569,171.320,742,193.630,626,140.480,603,148.200,4428,141.480,852,150.900,4851,178.340,912,142.650,185
Jun-2013,Jul-2013,156.010,14956,157.000,18725,133.960,331,168.420,2644,169.210,655,171.790,977,195.230,467,142.990,723,150.300,5040,142.710,929,151.800,5524,179.190,1271,143.900,164
Jul-2013,Aug-2013,157.070,13800,158.160,17780,137.410,484,168.920,3416,170.120,549,173.180,1069,194.470,1139,145.580,759,152.300,5890,143.200,1163,151.830,2652,179.700,529,143.010,130
Aug-2013,Sep-2013,158.200,13497,159.120,17169,138.490,428,170.180,3037,171.890,631,172.880,1142,194.070,835,146.780,850,154.100,6413,143.470,1148,151.440,2201,178.160,417,140.740,67
Sep-2013,Oct-2013,158.190,11097,159.120,14263,139.510,364,171.110,3303,171.230,643,171.910,869,193.830,1144,147.810,508,154.070,4337,143.410,997,150.690,1740,177.410,281,139.850,77
Oct-2013,Nov-2013,158.590,9175,159.340,11829,138.730,241,173.000,1832,172.690,568,171.450,914,193.690,681,146.660,535,153.760,4127,142.650,636,150.480,1903,176.710,283,141.280,109
Nov-2013,Dec-2013,158.530,9756,159.210,12326,136.220,300,174.040,2556,172.230,439,171.190,701,193.820,637,147.030,605,153.500,4155,142.390,592,149.650,1909,176.420,327,142.070,105
Dec-2013,Jan-2014,158.720,8208,159.290,10212,133.920,251,175.030,2360,171.670,417,172.160,568,193.660,509,146.170,418,154.050,3432,141.980,412,148.710,1532,175.640,258,140.430,55
Jan-2014,Feb-2014,159.450,6672,159.930,8283,133.480,143,176.940,1604,172.420,432,172.230,488,193.960,403,146.630,421,154.800,3016,140.420,375,148.980,1200,176.520,156,138.060,45
Feb-2014,Mar-2014,159.990,5990,160.410,7225,134.700,197,178.470,1734,174.340,262,173.180,334,194.840,220,145.970,285,154.670,2316,139.290,335,149.970,1306,173.530,199,135.690,37
Mar-2014,Apr-2014,159.980,7639,160.420,9412,135.270,217,179.620,2359,176.720,446,173.820,559,195.230,382,144.920,373,154.630,2765,138.480,380,147.240,1632,173.540,242,136.830,57
Apr-2014,May-2014,160.940,9039,161.280,11073,133.880,236,180.520,2141,179.390,326,174.880,595,196.000,344,145.920,459,155.150,3494,139.490,512,148.370,2454,172.740,400,137.750,112
May-2014,Jun-2014,162.160,13084,162.500,16375,133.790,320,180.470,2600,181.290,579,175.850,1073,195.510,253,148.800,669,157.160,4545,139.500,744,149.160,4489,175.540,976,142.070,127
Jun-2014,Jul-2014,163.570,17183,163.980,21285,136.170,464,178.750,3899,182.890,442,177.820,1069,194.420,486,153.390,837,159.430,5954,140.220,952,153.270,5740,174.900,1246,140.360,196
Jul-2014,Aug-2014,165.330,14716,165.840,19335,140.900,497,179.160,3462,183.990,875,179.590,1445,194.210,1275,155.870,873,162.350,6498,143.030,1127,154.070,2560,177.630,529,141.360,194
Aug-2014,Sep-2014,166.640,15027,167.120,19236,141.380,574,180.630,4454,185.410,583,180.590,1194,197.780,1115,156.610,937,164.370,6771,145.220,1046,153.060,1954,177.900,389,142.040,219
Sep-2014,Oct-2014,167.340,10514,167.640,13741,138.840,372,182.200,2844,187.420,544,180.600,1166,198.810,752,156.050,668,165.480,4935,143.560,637,151.740,1429,178.250,269,143.010,125
Oct-2014,Nov-2014,167.770,10692,167.990,13942,138.620,344,184.310,2835,188.350,540,179.830,896,198.040,1026,157.380,653,165.080,5007,142.980,661,152.160,1526,178.550,331,141.820,123
Nov-2014,Dec-2014,167.200,10259,167.510,13029,138.190,454,184.360,3883,188.020,360,181.770,770,196.750,726,157.390,590,164.630,4122,142.070,524,150.580,1266,175.920,230,139.570,104
