"","Ref_Date","realGDP","gdpDelta","Participation rate (rate)","Unemployment rate (rate)","Composite.6","Composite.6 Sale","Composite.11","Composite.11 Sale","BC_Victoria","BC_Victoria Sale","BC_Vancouver","BC_Vancouver Sale","AB_Calgary","AB_Calgary Sale","AB_Edmonton","AB_Edmonton Sale","MB_Winnipeg","MB_Winnipeg Sale","ON_Hamilton","ON_Hamilton Sale","ON_Toronto","ON_Toronto Sale","X_Ottawa_Gatineau","X_Ottawa_Gatineau Sale","QC_Montreal","QC_Montreal Sale","QC_Quebec","QC_Quebec Sale","NS_Halifax","NS_Halifax Sale","Composite.6 HPIDelta","Composite.6 Sale Delta","Composite.6 Sale sAdj","Composite.6 Sale sAdjDelta","Composite.11 HPIDelta","Composite.11 Sale Delta","Composite.11 Sale sAdj","Composite.11 Sale sAdjDelta","BC_Victoria HPIDelta","BC_Victoria Sale Delta","BC_Victoria Sale sAdj","BC_Victoria Sale sAdjDelta","BC_Vancouver HPIDelta","BC_Vancouver Sale Delta","BC_Vancouver Sale sAdj","BC_Vancouver Sale sAdjDelta","AB_Calgary HPIDelta","AB_Calgary Sale Delta","AB_Calgary Sale sAdj","AB_Calgary Sale sAdjDelta","AB_Edmonton HPIDelta","AB_Edmonton Sale Delta","AB_Edmonton Sale sAdj","AB_Edmonton Sale sAdjDelta","MB_Winnipeg HPIDelta","MB_Winnipeg Sale Delta","MB_Winnipeg Sale sAdj","MB_Winnipeg Sale sAdjDelta","ON_Hamilton HPIDelta","ON_Hamilton Sale Delta","ON_Hamilton Sale sAdj","ON_Hamilton Sale sAdjDelta","ON_Toronto HPIDelta","ON_Toronto Sale Delta","ON_Toronto Sale sAdj","ON_Toronto Sale sAdjDelta","X_Ottawa_Gatineau HPIDelta","X_Ottawa_Gatineau Sale Delta","X_Ottawa_Gatineau Sale sAdj","X_Ottawa_Gatineau Sale sAdjDelta","QC_Montreal HPIDelta","QC_Montreal Sale Delta","QC_Montreal Sale sAdj","QC_Montreal Sale sAdjDelta","QC_Quebec HPIDelta","QC_Quebec Sale Delta","QC_Quebec Sale sAdj","QC_Quebec Sale sAdjDelta","NS_Halifax HPIDelta","NS_Halifax Sale Delta","NS_Halifax Sale sAdj","NS_Halifax Sale sAdjDelta"
"436",2012-04-15,1563656,0.00373659598096077,66.7,7.3,149.88,8919,150.61,11081,139.4,112,170.57,1054,154.54,394,162.42,735,183.26,387,131.46,489,140.66,3747,137.87,588,147.18,2950,166.77,439,138.85,186,0.00834230355220678,0.00768274771212285,9292.77286259236,-0.15486610567533,0.00789667402797312,0.0212903225806451,11900.0825609386,-0.145043995343806,-0.00385879662712585,-0.578947368421053,113.007183414145,-0.636039867435639,0.00643143733773899,-0.553200508690123,996.524296990377,-0.598737166965978,0.0139754609277607,0.152046783625731,417.649543602949,0.0993200454130081,0.0145543131988255,0.378986866791745,807.478711551041,0.220594273595566,0.0143916749695561,0.0573770491803278,511.21769161978,-0.129304766427118,0.00129484347627407,0.0939597315436242,559.147488365712,-0.10179617444332,0.00824313669271026,0.165836963285625,4720.82970648444,0.0756194249970947,0.00620347394540932,0.0407079646017698,800.453331259914,-0.0859527580701189,0.00794411724421318,0.322277005826983,2841.07595620074,-0.0475952853429285,-0.00649350649350655,0.1343669250646,534.357099092085,-0.190754961317202,0.0159508304675495,0.328571428571429,156.173508948579,0.0671566206263825
"437",2012-05-15,1564378,0.000461738387471433,66.6,7.4,151.68,14425,152.34,17859,139.45,341,172.46,2761,157.64,594,164.72,962,185.09,612,132.74,617,142.68,4678,138.74,794,148.06,5315,167.43,902,139.45,283,0.0120096076861489,0.617333781814105,10763.4804266916,0.158263586751327,0.0114866210742979,0.611677646421803,13660.7399512732,0.147953376064281,0.000358680057388705,2.04464285714286,296.197466933755,1.62104990129928,0.0110804948115144,1.61954459203036,2357.37637112487,1.36559848891234,0.0200595315128769,0.50761421319797,495.793162831272,0.187103327239864,0.0141608176332966,0.308843537414966,844.69207453208,0.0460858750189932,0.00998581250682107,0.581395348837209,638.180345868243,0.248353404683991,0.00973680206907046,0.261758691206544,567.792089490642,0.0154603236262347,0.014360870183421,0.248465439017881,4532.62728298251,-0.0398663868860633,0.00631029230434477,0.350340136054422,741.479694705128,-0.0736752965497212,0.0059790732436471,0.801694915254237,2818.86887440173,-0.00781643368264828,0.00395754632128087,1.05466970387244,486.158350020205,-0.0901995110643675,0.00432120993878282,0.521505376344086,196.140873681711,0.255916416312912
"438",2012-06-15,1565005,0.000400798272540248,66.5,7.2,153.58,17515,154.21,22005,140.4,343,173.33,2942,160.36,657,166.78,887,187.84,776,133.69,828,145.03,6122,141.14,1117,149.66,6505,169.71,1656,140.73,172,0.0125263713080168,0.21421143847487,10053.8796064469,-0.0659267069864375,0.0122751739529998,0.232151856206954,12795.0577177979,-0.0633700836530922,0.00681247759053427,0.00586510263929618,260.597828673828,-0.120188868015839,0.00504464803432692,0.0655559579862368,2263.32578972251,-0.0398962942678002,0.0172545039330121,0.106060606060606,531.039012503409,0.0710898259888504,0.0125060709082079,-0.077962577962578,707.518349908248,-0.162394946939474,0.0148576368253281,0.26797385620915,618.699134394266,-0.0305261852705176,0.00715684797348182,0.341977309562399,573.722564732173,0.0104448007488995,0.0164704233249229,0.308678922616503,4191.63907085252,-0.0752297047256035,0.0172985440392099,0.406801007556675,670.939674815354,-0.0951341222065785,0.0108064298257462,0.223894637817498,2378.75015600185,-0.156133093808163,0.01361763124888,0.835920177383592,501.861931636138,0.0323013717964133,0.00917891717461461,-0.392226148409894,120.903017257127,-0.383590911023862
"439",2012-07-15,1568613,0.00230542394433253,66.4,7.3,154.5,14556,155.28,18637,143.15,500,172.44,3738,160.68,643,167.4,1175,188.4,1052,136.41,808,147.32,6026,141.95,1261,150.19,2708,173.16,546,140.92,180,0.00599036332855829,-0.16894090779332,11586.9305005143,0.152483514233094,0.00693859023409638,-0.153056123608271,14331.3373285964,0.120068204824239,0.0195868945868947,0.457725947521866,377.791594930231,0.449711215372732,-0.00513471412911792,0.270564242012236,3072.35261541537,0.357450451617062,0.00199551010226995,-0.0213089802130898,496.065677864152,-0.0658583151440911,0.00371747211895923,0.324689966178129,827.886103996949,0.170126688734378,0.00298126064735937,0.355670103092784,627.505769533195,0.0142341158236001,0.0203455755853093,-0.0241545893719807,576.597057496775,0.00501024875314648,0.015789836585534,-0.0156811499509965,4235.48952262717,0.0104614092562432,0.00573898257049743,0.128916741271262,750.265156444973,0.118230423102419,0.00354136041694519,-0.583704842428901,2753.57725867472,0.157573127941638,0.0203287961817218,-0.670289855072464,479.102760106577,-0.0453494678414098,0.00135010303417893,0.0465116279069768,133.167930938763,0.101444231582343
"440",2012-08-15,1567115,-0.000954983797788245,66.4,7.2,154.64,13011,155.52,16894,142.11,387,170.31,2344,161.4,640,168.57,1090,189.14,1038,139.17,881,148.39,6277,143.07,1217,150.39,2394,172.1,487,141.66,139,0.000906148867313883,-0.106141797197032,10815.0119575289,-0.0666197612000171,0.00154559505409591,-0.0935236357782905,13454.8658352396,-0.0611576905393144,-0.00726510653161017,-0.226,295.616291958237,-0.217514905240729,-0.0123521224773834,-0.372926698769395,1994.26059914566,-0.350901133828336,0.00448095593726672,-0.00466562986003105,521.430092206486,0.0511311616065475,0.00698924731182782,-0.0723404255319149,758.457919483885,-0.0838620000720778,0.0039278131634819,-0.0133079847908745,637.930735893304,0.016613339456407,0.0202331207389488,0.0903465346534653,616.774600735273,0.0696804513934288,0.00726310073309788,0.0416528377032859,4259.16265216499,0.00558923104669518,0.00789010214864394,-0.0348929421094369,757.900959010117,0.0101774719238275,0.00133164658099738,-0.115952732644018,2963.73209703261,0.0763206616759455,-0.00612150612150608,-0.108058608058608,566.403565845947,0.182217288249287,0.00525120635821752,-0.227777777777778,108.720195399263,-0.183585757976086
"441",2012-09-15,1567117,1.27623052548209e-06,66.6,7.3,154.1,8532,154.97,11135,140.28,260,168.28,2172,162.22,471,167.33,700,189.95,899,139.63,480,148.55,3538,141.94,574,149.49,1646,171.73,264,142.42,131,-0.0034919813760993,-0.344247175466913,9060.21892329293,-0.162255302271241,-0.00353652263374493,-0.340890256895939,11444.0987014401,-0.149445349988781,-0.0128773485328267,-0.328165374677003,249.899043153478,-0.154650640199552,-0.0119194410193177,-0.0733788395904437,2179.34981168331,0.0928109458798592,0.00508054522924417,-0.2640625,416.743571048379,-0.200768085161933,-0.00735599454232649,-0.357798165137615,604.703646277541,-0.20271958306002,0.0042825420323569,-0.133911368015414,684.567404244189,0.0731061629842598,0.00330531005245382,-0.45516458569807,470.976836207938,-0.23638743287017,0.0010782397735698,-0.436354946630556,3385.71288443188,-0.205075466486146,-0.00789823163486403,-0.52834839769926,534.393280565898,-0.29490354351331,-0.00598444045481727,-0.312447786131997,2370.65612854121,-0.200111193952116,-0.00214991284137134,-0.457905544147844,396.002086363594,-0.300848175678151,0.00536495835098116,-0.0575539568345323,138.567195082607,0.274530408759235
"442",2012-10-15,1568911,0.00114477732039142,66.7,7.4,153.66,8592,154.59,11221,139.49,274,168.46,1880,161.9,444,167.81,761,189.94,750,140.18,491,147.72,3677,141.41,594,149.07,1891,170.25,353,142.26,106,-0.0028552887735237,0.00703234880450077,9610.87059700259,0.0607768618365272,-0.00245208750080661,0.00772339470139194,12271.1651103518,0.0722701219631758,-0.00563159395494717,0.0538461538461539,289.275070516182,0.157567739619235,0.0010696458283812,-0.134438305709024,1998.17554105403,-0.0831322579138121,-0.00197262976205148,-0.0573248407643312,447.641862424349,0.0741422148354693,0.00286858303950277,0.0871428571428572,737.90610504881,0.220277254141333,-5.26454330086468e-05,-0.165739710789766,673.337330570003,-0.0164046280973377,0.00393898159421346,0.0229166666666667,484.038547115766,0.0277332342137979,-0.00558734432850905,0.0392877331825889,3653.34072810092,0.0790462312677609,-0.00373397210088766,0.0348432055749128,637.013232134963,0.192030767041822,-0.00280955247842674,0.148845686512758,2636.3438068542,0.112073478356595,-0.0086181797006929,0.337121212121212,498.769587634639,0.259512524832225,-0.00112343771942136,-0.190839694656489,124.238856438754,-0.103403541042391
"443",2012-11-15,1575246,0.00403783261128265,66.6,7.2,153.17,8971,154.02,11433,138.2,240,167.51,2007,162.61,388,166.28,640,188.6,561,139.75,582,147.33,3743,140.75,700,148.45,2032,170.14,439,140.92,101,-0.00318885851880779,0.0441108007448789,9889.28169272133,0.0289683533774319,-0.00368717252086159,0.018893146778362,12611.295806591,0.027717881161279,-0.00924797476521633,-0.124087591240876,249.739206556551,-0.136672212676617,-0.00563932090704033,0.0675531914893617,2004.23589705468,0.00303294474190707,0.00438542310067946,-0.126126126126126,436.009949855056,-0.0259848632259206,-0.00911745426375066,-0.159001314060447,712.831870126106,-0.0339802513506047,-0.00705485942929351,-0.252,586.183223923339,-0.129436023653827,-0.00306748466257678,0.185336048879837,567.829769360279,0.173108573157652,-0.00264012997562946,0.017949415284199,3861.44001353401,0.0569613679426126,-0.00466727954175794,0.178451178451178,761.825586662686,0.195933692161169,-0.00415911987656814,0.0745637228979377,2724.09397883574,0.0332847983458757,-0.000646108663729938,0.243626062322946,624.688319309285,0.252458720010981,-0.00941937297905249,-0.0471698113207547,129.724828694883,0.0441566544749519
"444",2012-12-15,1573486,-0.00111728580805792,66.7,7.2,152.35,6788,153.45,8528,139.51,219,165.89,1780,161.17,323,166.16,458,187.32,505,141.01,340,146.84,2745,140.57,399,148.06,1500,173.11,218,139.88,41,-0.00535352875889528,-0.24333964998328,9559.85759291923,-0.0333112262384598,-0.00370081807557476,-0.254089040496807,11997.9270083736,-0.0486364611237501,0.00947901591895794,-0.0875,303.987343334817,0.217219144427698,-0.00967106441406484,-0.11310413552566,2474.94287956638,0.234856078170954,-0.00885554393948729,-0.167525773195876,409.006341957453,-0.0619334671297731,-0.000721674284339668,-0.284375,643.185362250278,-0.0977039759228316,-0.0067868504772004,-0.0998217468805704,667.96278639943,0.13951194633094,0.00901610017889087,-0.415807560137457,452.802829140579,-0.202572930174637,-0.00332586710106575,-0.266631044616618,3345.7584366126,-0.133546442548373,-0.00127886323268211,-0.43,554.469995385403,-0.272182498077599,-0.00262714718760515,-0.261811023622047,2223.91251946017,-0.183613877957816,0.0174562125308571,-0.503416856492027,345.545006886087,-0.44685214017103,-0.00738007380073791,-0.594059405940594,70.1708448921788,-0.459079301949029
"445",2013-01-15,1581334,0.00498765162194004,66.6,7,151.84,5772,153,7245,141.51,125,164.55,1244,161.01,294,164.95,429,186.76,427,139.47,329,146.29,2599,141.23,358,147.8,1216,175.53,163,142.24,61,-0.00334755497210359,-0.149675898644667,8997.08526942963,-0.0588682747645153,-0.00293255131964798,-0.150445590994371,11696.4738309255,-0.0251254385226425,0.0143358899003656,-0.429223744292237,180.948715930484,-0.404749178220936,-0.00807764181083837,-0.301123595505618,1635.75513238966,-0.339073581901717,-0.00099274058447596,-0.0897832817337462,384.216557739148,-0.0606097795444077,-0.00728213769860375,-0.0633187772925764,681.068346583055,0.0588990150525788,-0.00298953662182366,-0.154455445544554,840.073434741883,0.257665025427831,-0.0109212112616126,-0.0323529411764706,497.85858262099,0.0995041342076564,-0.003745573413239,-0.0531876138433516,3839.53962056713,0.147584230394843,0.00469516966635841,-0.102756892230576,719.471282231785,0.297583797535684,-0.00175604484668368,-0.189333333333333,2718.78606330275,0.222523835588054,0.0139795505747791,-0.252293577981651,489.889017143975,0.417728537184368,0.016871604232199,0.48780487804878,119.468087662484,0.702531697403001
"446",2013-02-15,1585384,0.00256112876849546,66.6,7.1,151.56,5292,152.72,6573,139.48,143,165.72,1172,159.02,257,164.37,406,188.19,232,139,304,145.84,2161,140.15,295,147.24,1318,177.04,196,142.42,89,-0.00184404636459434,-0.0831600831600832,8830.96963226834,-0.0184632725140124,-0.00183006535947716,-0.0927536231884057,11294.5701779197,-0.03436109538784,-0.0143452759522296,0.144,206.560451448024,0.141541405175703,0.00711030082041919,-0.0578778135048231,1648.9385163527,0.00805950945957146,-0.0123594807775913,-0.125850340136054,407.483457036943,0.0605567324706293,-0.00351621703546523,-0.0536130536130536,669.500020026036,-0.0169855589605031,0.007656885842793,-0.456674473067916,510.637245860847,-0.392151656339731,-0.00336990033699003,-0.0759878419452887,526.313788762517,0.0571551985540233,-0.00307608175541729,-0.168526356290881,3812.92249023848,-0.00693237548222303,-0.00764710047440331,-0.175977653631285,647.705453411263,-0.0997480102303808,-0.00378890392422193,0.0838815789473684,2519.43068362982,-0.0733251440279763,0.00860251808807599,0.202453987730061,493.601548684539,0.00757831143512577,0.00126546681664785,0.459016393442623,129.98792632084,0.088055637820843
"447",2013-03-15,1590775,0.00340043800114032,66.6,7.3,152.36,6674,153.31,8365,135.04,166,166.98,1473,161.12,269,166,526,188.74,319,137.71,399,146.09,2701,140.23,427,148.27,1695,177.83,281,142.88,109,0.0052784375824757,0.261148904006047,8291.12884368969,-0.0611304093500753,0.00386327920377161,0.272630457933972,10731.0548506436,-0.049892587181211,-0.0318325207915113,0.160839160839161,193.766496836084,-0.0619380647275528,0.00760318609703114,0.256825938566553,1550.72133821149,-0.0595638813498389,0.013205886052069,0.0466926070038911,298.823011344011,-0.266662225954073,0.00991665145707854,0.295566502463054,652.857335733062,-0.0248583775879907,0.00292257824539033,0.375,511.739930259384,0.00215942806263203,-0.00928057553956829,0.3125,555.669872305368,0.0557767707585115,0.00171420735052119,0.24988431281814,3688.40336492541,-0.0326571352110783,0.000570816981805056,0.447457627118644,661.830535954439,0.0218078795983316,0.00699538168975833,0.286039453717754,2266.37327517759,-0.100442298371805,0.00446226841391795,0.433673469387755,479.453941101587,-0.0286619999889702,0.00322988344333663,0.224719101123596,113.940381024612,-0.123454121859126
"448",2013-04-15,1592341,0.000984425830177216,66.5,7.1,152.58,9395,153.68,11647,134.84,249,165.63,2312,163.06,425,168.19,650,191.27,428,138.51,512,146.67,3416,139.99,572,149.04,2505,177.01,413,142.68,165,0.00144394854292473,0.407701528318849,9788.72082565929,0.180625824324199,0.00241341073641643,0.392349073520622,12507.9200060692,0.165581592877519,-0.00148104265402837,0.5,251.239184554662,0.296607972260537,-0.00808480057491912,0.56958587915818,2185.92426436599,0.409617711772192,0.0120407149950348,0.579925650557621,450.510294495567,0.507615803981476,0.0131927710843374,0.23574144486692,714.096819739015,0.0938022453821263,0.0134046836918513,0.341692789968652,565.377705460636,0.104814520090438,0.00580930941834268,0.283208020050125,585.44685898414,0.0535875493037503,0.00397015538366752,0.264716771566087,4303.80418397407,0.166847483358455,-0.00171147400698834,0.339578454332553,778.672288232434,0.17654330818915,0.00519322856950155,0.47787610619469,2412.50687128232,0.064479050165855,-0.00461114547601649,0.469750889679715,502.709526025127,0.0485043148672597,-0.00139977603583419,0.513761467889908,138.541016002771,0.21590795780159
"449",2013-05-15,1595427,0.00193802709344282,66.5,7,154.29,13115,155.39,16279,133.76,281,166.87,2230,166.84,569,171.32,742,193.63,626,140.48,603,148.2,4428,141.48,852,150.9,4851,178.34,912,142.65,185,0.0112072355485646,0.395955295369878,9785.99970856572,-0.00027798495248077,0.0111270171785527,0.397698978277668,12452.1633723487,-0.00445770629276176,-0.00800949273212703,0.1285140562249,244.080610581775,-0.0284930632360402,0.00748656644327728,-0.0354671280276817,1904.00192235004,-0.128971687908738,0.0231816509260394,0.338823529411765,474.926447223895,0.0541966588258911,0.0186099054640585,0.141538461538462,651.519250834515,-0.0876317708953968,0.0123385789721335,0.462616822429907,652.779242669151,0.154589642223875,0.0142227997978486,0.177734375,554.908638513545,-0.052162241545859,0.0104315811004296,0.296252927400468,4290.39623964227,-0.00311537043941812,0.0106436174012428,0.48951048951049,795.643198852354,0.0217946764979191,0.0124798711755234,0.936526946107785,2572.78135648594,0.066434830553842,0.00751369979097238,1.20823244552058,491.548132171205,-0.0222024713599015,-0.000210260723296884,0.121212121212121,128.219299049882,-0.0745029685121038
"450",2013-06-15,1589572,-0.00366986392984447,66.5,7.1,156.01,14956,157,18725,133.96,331,168.42,2644,169.21,655,171.79,977,195.23,467,142.99,723,150.3,5040,142.71,929,151.8,5524,179.19,1271,143.9,164,0.011147838485968,0.140373617994663,8584.97421604449,-0.122728952410449,0.0103610270931207,0.150254929663984,10887.8643838112,-0.125624675950786,0.00149521531100483,0.177935943060498,251.480703472412,0.030318233279564,0.00928866782525306,0.185650224215247,2034.06981238149,0.0683128984822168,0.0142052265643731,0.151142355008787,529.422455387721,0.114746206454438,0.00274340415596552,0.316711590296496,779.307134002659,0.196138307508894,0.00826318235810564,-0.253993610223642,372.335690415106,-0.429614690423271,0.0178673120728932,0.199004975124378,500.967891668311,-0.0972065365385685,0.01417004048583,0.138211382113821,3450.81034255091,-0.195689593733506,0.00869380831212907,0.09037558685446,558.01518165037,-0.298661532637671,0.00596421471172959,0.138734281591425,2020.01781118435,-0.214850571700576,0.00476617696534709,0.393640350877193,385.185093665176,-0.216383771078969,0.0087627059235893,-0.113513513513513,115.279621105633,-0.100918333200487
"451",2013-07-15,1599653,0.00634195871593102,66.4,7.1,157.07,13800,158.16,17780,137.41,484,168.92,3416,170.12,549,173.18,1069,194.47,1139,145.58,759,152.3,5890,143.2,1163,151.83,2652,179.7,529,143.01,130,0.00679443625408638,-0.0772933939556031,10985.1360886986,0.279577062464379,0.00738853503184722,-0.0504672897196262,13672.3280411248,0.255740112032787,0.025753956404897,0.462235649546828,365.702263892463,0.454196122576785,0.00296876855480344,0.291981845688351,2807.69302682154,0.38033267576706,0.0053779327462915,-0.161832061068702,423.545967569859,-0.199984883036975,0.00809127423016487,0.0941658137154555,753.20020865765,-0.0335001749707067,-0.00389284433744808,1.4389721627409,679.400258078241,0.824698183837272,0.0181131547660676,0.049792531120332,541.630156732738,0.0811674076137181,0.0133067198935461,0.168650793650794,4139.8993176691,0.19968903147798,0.00343353654263878,0.251883745963402,691.95747576963,0.240033422967302,0.000197628458498134,-0.519913106444605,2696.63474520139,0.334955924779856,0.00284614096768787,-0.583792289535799,464.18564120216,0.205097624067601,-0.00618485059068807,-0.207317073170732,96.1768390113292,-0.165708231091424
"452",2013-08-15,1602538,0.00180351613756224,66.5,7.1,158.2,13497,159.12,17169,138.49,428,170.18,3037,171.89,631,172.88,1142,194.07,835,146.78,850,154.1,6413,143.47,1148,151.44,2201,178.16,417,140.74,67,0.0071942446043165,-0.0219565217391304,11218.9851964312,0.0212877752122869,0.00606980273141122,-0.0343644544431946,13673.8837176055,0.000113782852197319,0.00785968997889541,-0.115702479338843,326.934813845286,-0.106008230943238,0.00745915226142557,-0.110948477751756,2583.8606824255,-0.0797210885441511,0.0104044204091229,0.14936247723133,514.097481534832,0.213793828529455,-0.00173230165146099,0.0682881197380729,794.641233073941,0.0550199322038794,-0.00205687252532527,-0.266900790166813,513.171642072167,-0.244669639184816,0.00824289050693761,0.119894598155468,595.071975737777,0.0986684702480665,0.0118187787261981,0.0887945670628183,4351.4433787373,0.0510988419851977,0.00188547486033519,-0.0128976784178848,714.930403404778,0.0331999124795876,-0.00256866231969977,-0.170060331825038,2724.8013139385,0.0104450811468766,-0.008569838619922,-0.2117202268431,484.990322295195,0.0448197428924211,-0.0158730158730157,-0.484615384615385,52.4046985018033,-0.455121430060409
"453",2013-09-15,1606768,0.00263956299320212,66.3,7,158.19,11097,159.12,14263,139.51,364,171.11,3303,171.23,643,171.91,869,193.83,1144,147.81,508,154.07,4337,143.41,997,150.69,1740,177.41,281,139.85,77,-6.3211125157947e-05,-0.177817292731718,11784.018916055,0.0503640667788325,0,-0.169258547381909,14658.929481692,0.0720384774676819,0.0073651527186076,-0.149532710280374,349.85866041487,0.0701174839716887,0.00546480197438015,0.0875864339809023,3314.17699262889,0.28264538996655,-0.00383966490197218,0.0190174326465926,568.93018298112,0.10665817946158,-0.00561082832022208,-0.239054290718039,750.696383735976,-0.0553014964601976,-0.0012366671819446,0.370059880239521,871.12915512275,0.697539543699579,0.00701730480991958,-0.402352941176471,498.450484986734,-0.162369418642595,-0.000194678780013002,-0.323717448931857,4150.32130576062,-0.0462196231161912,-0.000418205896703161,-0.131533101045296,928.205750390592,0.298316236056144,-0.00495245641838349,-0.209450249886415,2506.03989286859,-0.0802852743614209,-0.00420969914683433,-0.326139088729017,421.502220712765,-0.130905914332424,-0.00632371749325011,0.149253731343284,81.4478932928302,0.554209748769522
"454",2013-10-15,1613907,0.00444308076834998,66.3,7,158.59,9175,159.34,11829,138.73,241,173,1832,172.69,568,171.45,914,193.69,681,146.66,535,153.76,4127,142.65,636,150.48,1903,176.71,283,141.28,109,0.00252860484227835,-0.173199963954222,10263.0048565525,-0.129074305662416,0.00138260432378079,-0.170651335623642,12936.0673817264,-0.117529871612887,-0.00559099706114263,-0.337912087912088,254.435372242335,-0.272748109363307,0.0110455262696509,-0.445352709657887,1947.15829319733,-0.412476069465199,0.0085265432459265,-0.116640746500778,572.658959137455,0.00655401359934227,-0.00267581874236522,0.0517836593785961,886.263048639438,0.180587875258956,-0.000722282412423336,-0.40472027972028,611.390296157563,-0.298163432411566,-0.00778025843988905,0.0531496062992125,527.414710197423,0.058108530502202,-0.00201207243460766,-0.0484205672123588,4100.4452501693,-0.012017396224744,-0.0052994909699462,-0.362086258776329,682.054571780869,-0.265190318532439,-0.00139358948835366,0.0936781609195403,2653.07364592467,0.0586717527819436,-0.00394566258948192,0.00711743772241991,399.863437112189,-0.0513372944132634,0.0102252413299966,0.415584415584416,127.755050488907,0.568549477757376
"455",2013-11-15,1616979,0.00190345540356418,66.3,7,158.53,9756,159.21,12326,136.22,300,174.04,2556,172.23,439,171.19,701,193.82,637,147.03,605,153.5,4155,142.39,592,149.65,1909,176.42,327,142.07,105,-0.000378334068982911,0.0633242506811988,10754.6351793768,0.0479031560148251,-0.000815865444960484,0.0420153859159693,13596.329232226,0.0510403843004381,-0.0180926980465652,0.244813278008299,312.174008195688,0.226928494432609,0.0060115606936415,0.395196506550218,2552.47979714587,0.310874316722636,-0.00266373270021425,-0.227112676056338,493.320536047344,-0.138543930596339,-0.00151647710702818,-0.233041575492341,780.7736577475,-0.119027179406703,0.000671175589860074,-0.0646108663729809,665.594854971778,0.0886578657771917,0.0025228419473613,0.130841121495327,590.269777427782,0.119175794711586,-0.00169094693028093,0.00678458929004111,4286.47695865183,0.045368660507016,-0.00182264283210665,-0.0691823899371069,644.2867818633,-0.0553735602401374,-0.00551568314726203,0.0031529164477142,2559.20049488062,-0.0353827912723937,-0.0016411068983081,0.15547703180212,465.314533972975,0.163683624923232,0.00559173272933178,-0.036697247706422,134.862445672898,0.0556329879467903
"456",2013-12-15,1610130,-0.00423567653012191,66.3,7.2,158.72,8208,159.29,10212,133.92,251,175.03,2360,171.67,417,172.16,568,193.66,509,146.17,418,154.05,3432,141.98,412,148.71,1532,175.64,258,140.43,55,0.00119851132277793,-0.158671586715867,11559.7099473602,0.074858398686291,0.000502480999936994,-0.171507382768132,14367.1236643423,0.05669136271644,-0.0168844516223756,-0.163333333333333,348.405585283283,0.116062119639643,0.00568834750632052,-0.0766823161189358,3281.38494144757,0.28556744900263,-0.00325146606282301,-0.0501138952164009,528.036051381604,0.0703711132976808,0.00566621882119289,-0.189728958630528,797.66219597851,0.0216305174533331,-0.000825508203487701,-0.200941915227629,673.253580747148,0.0115065880064458,-0.00584914643270085,-0.309090909090909,556.681125237535,-0.0569038996653622,0.00358306188925095,-0.174007220216607,4183.1121874151,-0.0241141553387103,-0.00287941568930405,-0.304054054054054,572.535433831544,-0.11136554412035,-0.00628132308720342,-0.197485594552122,2271.35598654199,-0.112474387573163,-0.0044212674299966,-0.211009174311927,408.947760443167,-0.121136928710424,-0.0115436052650101,-0.476190476190476,94.1316211968253,-0.302017542933067
"457",2014-01-15,1613454,0.00206442958022013,66.2,7,159.45,6672,159.93,8283,133.48,143,176.94,1604,172.42,432,172.23,488,193.96,403,146.63,421,154.8,3016,140.42,375,148.98,1200,176.52,156,138.06,45,0.00459929435483875,-0.187134502923977,10399.9571929374,-0.100327150049962,0.00401782911670545,-0.188895417156287,13372.2419243004,-0.069247106330065,-0.00328554360812428,-0.430278884462151,207.005331024474,-0.405849562210201,0.010912415014569,-0.320338983050847,2109.12478484969,-0.35724554647366,0.00436884720685038,0.0359712230215827,564.56310524936,0.0691753030350539,0.000406598513011058,-0.140845070422535,774.735088887018,-0.0287428778837471,0.00154910668181363,-0.208251473477407,792.856192508148,0.177648682727049,0.00314702059246086,0.00717703349282295,637.077395998288,0.144420687384447,0.00486854917234658,-0.121212121212121,4455.57964433646,0.0651351062830869,-0.0109874630229611,-0.0898058252427184,753.636119656199,0.316313498035721,0.00181561428283228,-0.216710182767624,2683.01256246981,0.181238246389791,0.00501024823502627,-0.395348837209302,468.85083849362,0.146481002819375,-0.0168767357402265,-0.181818181818182,88.1321958165865,-0.0637344316815092
